UUID,NAME,CLASS,SIZE,BLADE SPEED,CHIP REMOVAL RATE,FORCE
,Alloy 718 - 20 In,Alloy Steel,20,100,2.5,500
,Alloy 722 - 1 In,Alloy Steel,1,110,4,500
,Alloy 722 - 2 In,Alloy Steel,2,110,4,500
,Alloy 722 - 3 In,Alloy Steel,3,105,4,500
,Alloy 722 - 4 In,Alloy Steel,4,105,4,500
,Alloy 722 - 5 In,Alloy Steel,5,105,4,500
,Alloy 722 - 6 In,Alloy Steel,6,105,4,500
,Alloy 722 - 7 In,Alloy Steel,7,105,4,500
,Alloy 722 - 8 In,Alloy Steel,8,105,4,500
,Alloy 722 - 9 In,Alloy Steel,9,105,4,500
,Alloy 722 - 10 In,Alloy Steel,10,105,3.5,500
,Alloy 722 - 11 In,Alloy Steel,11,105,3.5,500
,Alloy 722 - 12 In,Alloy Steel,12,105,3.5,500
,Alloy 722 - 13 In,Alloy Steel,13,105,3.5,500
,Alloy 722 - 14 In,Alloy Steel,14,100,3.5,500
,Alloy 722 - 15 In,Alloy Steel,15,100,3.5,500
,Alloy 722 - 16 In,Alloy Steel,16,100,3.5,500
,Alloy 722 - 17 In,Alloy Steel,17,100,3.5,500
,Alloy 722 - 18 In,Alloy Steel,18,100,3,500
,Alloy 722 - 19 In,Alloy Steel,19,100,3,500
,Alloy 722 - 20 In,Alloy Steel,20,100,3,500
,Alloy 800 - 1 In,Alloy Steel,1,110,4,500
,Alloy 800 - 2 In,Alloy Steel,2,110,4,500
,Alloy 800 - 3 In,Alloy Steel,3,105,4,500
,Alloy 800 - 4 In,Alloy Steel,4,105,4,500
,Alloy 800 - 5 In,Alloy Steel,5,105,4,500
,Alloy 800 - 6 In,Alloy Steel,6,105,4,500
,Alloy 800 - 7 In,Alloy Steel,7,105,4,500
,Alloy 800 - 8 In,Alloy Steel,8,105,4,500
,Alloy 800 - 9 In,Alloy Steel,9,105,4,500
,Alloy 800 - 10 In,Alloy Steel,10,105,3.5,500
,Alloy 800 - 11 In,Alloy Steel,11,105,3.5,500
,Alloy 800 - 12 In,Alloy Steel,12,105,3.5,500
,Alloy 800 - 13 In,Alloy Steel,13,105,3.5,500
,Alloy 800 - 14 In,Alloy Steel,14,100,3.5,500
,Alloy 800 - 15 In,Alloy Steel,15,100,3.5,500
,Alloy 800 - 16 In,Alloy Steel,16,100,3.5,500
,Alloy 800 - 17 In,Alloy Steel,17,100,3.5,500
,Alloy 800 - 18 In,Alloy Steel,18,100,3,500
,Alloy 800 - 19 In,Alloy Steel,19,100,3,500
,Alloy 800 - 20 In,Alloy Steel,20,100,3,500
,Alloy 825 - 1 In,Alloy Steel,1,110,4,500
,Alloy 825 - 2 In,Alloy Steel,2,110,4,500
,Alloy 825 - 3 In,Alloy Steel,3,105,4,500
,Alloy 825 - 4 In,Alloy Steel,4,105,4,500
,Alloy 825 - 5 In,Alloy Steel,5,105,4,500
,Alloy 825 - 6 In,Alloy Steel,6,105,4,500
,Alloy 825 - 7 In,Alloy Steel,7,105,4,500
,Alloy 825 - 8 In,Alloy Steel,8,105,4,500
,Alloy 825 - 9 In,Alloy Steel,9,105,4,500
,Alloy 825 - 10 In,Alloy Steel,10,105,3.5,500
,Alloy 825 - 11 In,Alloy Steel,11,105,3.5,500
,Alloy 825 - 12 In,Alloy Steel,12,105,3.5,500
,Alloy 825 - 13 In,Alloy Steel,13,105,3.5,500
,Alloy 825 - 14 In,Alloy Steel,14,100,3.5,500
,Alloy 825 - 15 In,Alloy Steel,15,100,3.5,500
,Alloy 825 - 16 In,Alloy Steel,16,100,3.5,500
,Alloy 825 - 17 In,Alloy Steel,17,100,3.5,500
,Alloy 825 - 18 In,Alloy Steel,18,100,3,500
,Alloy 825 - 19 In,Alloy Steel,19,100,3,500
,Alloy 825 - 20 In,Alloy Steel,20,100,3,500
,Alloy 901 - 1 In,Alloy Steel,1,110,4,500
,Alloy 901 - 2 In,Alloy Steel,2,110,4,500
,Alloy 901 - 3 In,Alloy Steel,3,105,4,500
,Alloy 901 - 4 In,Alloy Steel,4,105,4,500
,Alloy 901 - 5 In,Alloy Steel,5,105,4,500
,Alloy 901 - 6 In,Alloy Steel,6,105,4,500
,Alloy 901 - 7 In,Alloy Steel,7,105,4,500
,Alloy 901 - 8 In,Alloy Steel,8,105,4,500
,Alloy 901 - 9 In,Alloy Steel,9,105,4,500
,Alloy 901 - 10 In,Alloy Steel,10,105,3.5,500
,Alloy 901 - 11 In,Alloy Steel,11,105,3.5,500
,Alloy 901 - 12 In,Alloy Steel,12,105,3.5,500
,Alloy 901 - 13 In,Alloy Steel,13,105,3.5,500
,Alloy 901 - 14 In,Alloy Steel,14,100,3.5,500
,Alloy 901 - 15 In,Alloy Steel,15,100,3.5,500
,Alloy 901 - 16 In,Alloy Steel,16,100,3.5,500
,Alloy 901 - 17 In,Alloy Steel,17,100,3.5,500
,Alloy 901 - 18 In,Alloy Steel,18,100,3,500
,Alloy 901 - 19 In,Alloy Steel,19,100,3,500
,Alloy 901 - 20 In,Alloy Steel,20,100,3,500
,Alloy A286 - 1 In,Alloy Steel,1,110,4,500
,Alloy A286 - 2 In,Alloy Steel,2,110,4,500
,Alloy A286 - 3 In,Alloy Steel,3,105,4,500
,Alloy A286 - 4 In,Alloy Steel,4,105,4,500
,Alloy A286 - 5 In,Alloy Steel,5,105,4,500
,Alloy A286 - 6 In,Alloy Steel,6,105,4,500
,Alloy A286 - 7 In,Alloy Steel,7,105,4,500
,Alloy A286 - 8 In,Alloy Steel,8,105,4,500
,Alloy A286 - 9 In,Alloy Steel,9,105,4,500
,Alloy A286 - 10 In,Alloy Steel,10,105,3.5,500
,Alloy A286 - 11 In,Alloy Steel,11,105,3.5,500
,Alloy A286 - 12 In,Alloy Steel,12,105,3.5,500
,Alloy A286 - 13 In,Alloy Steel,13,105,3.5,500
,Alloy A286 - 14 In,Alloy Steel,14,100,3.5,500
,Alloy A286 - 15 In,Alloy Steel,15,100,3.5,500
,Alloy A286 - 16 In,Alloy Steel,16,100,3.5,500
,Alloy A286 - 17 In,Alloy Steel,17,100,3.5,500
,Alloy A286 - 18 In,Alloy Steel,18,100,3,500
,Alloy A286 - 19 In,Alloy Steel,19,100,3,500
,Alloy A286 - 20 In,Alloy Steel,20,100,3,500
,Alloy AM350 - 1 In,Alloy Steel,1,110,4,500
,Alloy AM350 - 2 In,Alloy Steel,2,110,4,500
,Alloy AM350 - 3 In,Alloy Steel,3,105,4,500
,Alloy AM350 - 4 In,Alloy Steel,4,105,4,500
,Alloy AM350 - 5 In,Alloy Steel,5,105,4,500
,Alloy AM350 - 6 In,Alloy Steel,6,105,4,500
,Alloy AM350 - 7 In,Alloy Steel,7,105,4,500
,Alloy AM350 - 8 In,Alloy Steel,8,105,4,500
,Alloy AM350 - 9 In,Alloy Steel,9,105,4,500
,Alloy AM350 - 10 In,Alloy Steel,10,105,3.5,500
,Alloy AM350 - 11 In,Alloy Steel,11,105,3.5,500
,Alloy AM350 - 12 In,Alloy Steel,12,105,3.5,500
,Alloy AM350 - 13 In,Alloy Steel,13,105,3.5,500
,Alloy AM350 - 14 In,Alloy Steel,14,100,3.5,500
,Alloy AM350 - 15 In,Alloy Steel,15,100,3.5,500
,Alloy AM350 - 16 In,Alloy Steel,16,100,3.5,500
,Alloy AM350 - 17 In,Alloy Steel,17,100,3.5,500
,Alloy AM350 - 18 In,Alloy Steel,18,100,3,500
,Alloy AM350 - 19 In,Alloy Steel,19,100,3,500
,Alloy AM350 - 20 In,Alloy Steel,20,100,3,500
,Alloy AM355 - 1 In,Alloy Steel,1,110,4,500
,Alloy AM355 - 2 In,Alloy Steel,2,110,4,500
,Alloy AM355 - 3 In,Alloy Steel,3,105,4,500
,Alloy AM355 - 4 In,Alloy Steel,4,105,4,500
,Alloy AM355 - 5 In,Alloy Steel,5,105,4,500
,Alloy AM355 - 6 In,Alloy Steel,6,105,4,500
,Alloy AM355 - 7 In,Alloy Steel,7,105,4,500
,Alloy AM355 - 8 In,Alloy Steel,8,105,4,500
,Alloy AM355 - 9 In,Alloy Steel,9,105,4,500
,Alloy AM355 - 10 In,Alloy Steel,10,105,3.5,500
,Alloy AM355 - 11 In,Alloy Steel,11,105,3.5,500
,Alloy AM355 - 12 In,Alloy Steel,12,105,3.5,500
,Alloy AM355 - 13 In,Alloy Steel,13,105,3.5,500
,Alloy AM355 - 14 In,Alloy Steel,14,100,3.5,500
,Alloy AM355 - 15 In,Alloy Steel,15,100,3.5,500
,Alloy AM355 - 16 In,Alloy Steel,16,100,3.5,500
,Alloy AM355 - 17 In,Alloy Steel,17,100,3.5,500
,Alloy AM355 - 18 In,Alloy Steel,18,100,3,500
,Alloy AM355 - 19 In,Alloy Steel,19,100,3,500
,Alloy AM355 - 20 In,Alloy Steel,20,100,3,500
,Alloy N-155 - 1 In,Alloy Steel,1,110,4,500
,Alloy N-155 - 2 In,Alloy Steel,2,110,4,500
,Alloy N-155 - 3 In,Alloy Steel,3,105,4,500
,Alloy N-155 - 4 In,Alloy Steel,4,105,4,500
,Alloy N-155 - 5 In,Alloy Steel,5,105,4,500
,Alloy N-155 - 6 In,Alloy Steel,6,105,4,500
,Alloy N-155 - 7 In,Alloy Steel,7,105,4,500
,Alloy N-155 - 8 In,Alloy Steel,8,105,4,500
,Alloy N-155 - 9 In,Alloy Steel,9,105,4,500
,Alloy N-155 - 10 In,Alloy Steel,10,105,3.5,500
,Alloy N-155 - 11 In,Alloy Steel,11,105,3.5,500
,Alloy N-155 - 12 In,Alloy Steel,12,105,3.5,500
,Alloy N-155 - 13 In,Alloy Steel,13,105,3.5,500
,Alloy N-155 - 14 In,Alloy Steel,14,100,3.5,500
,Alloy N-155 - 15 In,Alloy Steel,15,100,3.5,500
,Alloy N-155 - 16 In,Alloy Steel,16,100,3.5,500
,Alloy N-155 - 17 In,Alloy Steel,17,100,3.5,500
,Alloy N-155 - 18 In,Alloy Steel,18,100,3,500
,Alloy N-155 - 19 In,Alloy Steel,19,100,3,500
,Alloy N-155 - 20 In,Alloy Steel,20,100,3,500
,Alloy X750 - 1 In,Alloy Steel,1,110,4,500
,Alloy X750 - 2 In,Alloy Steel,2,110,4,500
,Alloy X750 - 3 In,Alloy Steel,3,105,4,500
,Alloy X750 - 4 In,Alloy Steel,4,105,4,500
,Alloy X750 - 5 In,Alloy Steel,5,105,4,500
,Alloy X750 - 6 In,Alloy Steel,6,105,4,500
,Alloy X750 - 7 In,Alloy Steel,7,105,4,500
,Alloy X750 - 8 In,Alloy Steel,8,105,4,500
,Alloy X750 - 9 In,Alloy Steel,9,105,4,500
,Alloy X750 - 10 In,Alloy Steel,10,105,3.5,500
,Alloy X750 - 11 In,Alloy Steel,11,105,3.5,500
,Alloy X750 - 12 In,Alloy Steel,12,105,3.5,500
,Alloy X750 - 13 In,Alloy Steel,13,105,3.5,500
,Alloy X750 - 14 In,Alloy Steel,14,100,3.5,500
,Alloy X750 - 15 In,Alloy Steel,15,100,3.5,500
,Alloy X750 - 16 In,Alloy Steel,16,100,3.5,500
,Alloy X750 - 17 In,Alloy Steel,17,100,3.5,500
,Alloy X750 - 18 In,Alloy Steel,18,100,3,500
,Alloy X750 - 19 In,Alloy Steel,19,100,3,500
,Alloy X750 - 20 In,Alloy Steel,20,100,3,500
,Custom 455 - 1 In,Super Alloy Steel,1,100,3,500
,Custom 455 - 2 In,Super Alloy Steel,2,100,3,500
,Custom 455 - 3 In,Super Alloy Steel,3,90,3,500
,Custom 455 - 4 In,Super Alloy Steel,4,90,3,500
,Custom 455 - 5 In,Super Alloy Steel,5,90,3,500
,Custom 455 - 6 In,Super Alloy Steel,6,90,3,500
,Custom 455 - 7 In,Super Alloy Steel,7,80,2,500
,Custom 455 - 8 In,Super Alloy Steel,8,80,2,500
,Custom 455 - 9 In,Super Alloy Steel,9,80,2,500
,Custom 455 - 10 In,Super Alloy Steel,10,80,2,500
,Custom 455 - 11 In,Super Alloy Steel,11,80,2,500
,Custom 455 - 12 In,Super Alloy Steel,12,80,2,500
,Custom 455 - 13 In,Super Alloy Steel,13,80,2,500
,Custom 455 - 14 In,Super Alloy Steel,14,80,2,500
,Custom 455 - 15 In,Super Alloy Steel,15,80,2,500
,Custom 455 - 16 In,Super Alloy Steel,16,80,2,500
,Custom 455 - 17 In,Super Alloy Steel,17,80,2,500
,Custom 455 - 18 In,Super Alloy Steel,18,80,2,500
,Custom 455 - 19 In,Super Alloy Steel,19,80,2,500
,Custom 455 - 20 In,Super Alloy Steel,20,80,2,500
,Hastelloy C22 - 1 In,Super Alloy Steel,1,100,3,500
,Hastelloy C22 - 2 In,Super Alloy Steel,2,100,3,500
,Hastelloy C22 - 3 In,Super Alloy Steel,3,90,3,500
,Hastelloy C22 - 4 In,Super Alloy Steel,4,90,3,500
,Hastelloy C22 - 5 In,Super Alloy Steel,5,90,3,500
,Hastelloy C22 - 6 In,Super Alloy Steel,6,90,3,500
,Hastelloy C22 - 7 In,Super Alloy Steel,7,80,2,500
,Hastelloy C22 - 8 In,Super Alloy Steel,8,80,2,500
,Hastelloy C22 - 9 In,Super Alloy Steel,9,80,2,500
,Hastelloy C22 - 10 In,Super Alloy Steel,10,80,2,500
,Hastelloy C22 - 11 In,Super Alloy Steel,11,80,2,500
,Hastelloy C22 - 12 In,Super Alloy Steel,12,80,2,500
,Hastelloy C22 - 13 In,Super Alloy Steel,13,80,2,500
,Hastelloy C22 - 14 In,Super Alloy Steel,14,80,2,500
,Hastelloy C22 - 15 In,Super Alloy Steel,15,80,2,500
,Hastelloy C22 - 16 In,Super Alloy Steel,16,80,2,500
,Hastelloy C22 - 17 In,Super Alloy Steel,17,80,2,500
,Hastelloy C22 - 18 In,Super Alloy Steel,18,80,2,500
,Hastelloy C22 - 19 In,Super Alloy Steel,19,80,2,500
,Hastelloy C22 - 20 In,Super Alloy Steel,20,80,2,500
,Hastelloy C276 - 1 In,Super Alloy Steel,1,100,3,500
,Hastelloy C276 - 2 In,Super Alloy Steel,2,100,3,500
,Hastelloy C276 - 3 In,Super Alloy Steel,3,90,3,500
,Hastelloy C276 - 4 In,Super Alloy Steel,4,90,3,500
,Hastelloy C276 - 5 In,Super Alloy Steel,5,90,3,500
,Hastelloy C276 - 6 In,Super Alloy Steel,6,90,3,500
,Hastelloy C276 - 7 In,Super Alloy Steel,7,80,2,500
,Hastelloy C276 - 8 In,Super Alloy Steel,8,80,2,500
,Hastelloy C276 - 9 In,Super Alloy Steel,9,80,2,500
,Hastelloy C276 - 10 In,Super Alloy Steel,10,80,2,500
,Hastelloy C276 - 11 In,Super Alloy Steel,11,80,2,500
,Hastelloy C276 - 12 In,Super Alloy Steel,12,80,2,500
,Hastelloy C276 - 13 In,Super Alloy Steel,13,80,2,500
,Hastelloy C276 - 14 In,Super Alloy Steel,14,80,2,500
,Hastelloy C276 - 15 In,Super Alloy Steel,15,80,2,500
,Hastelloy C276 - 16 In,Super Alloy Steel,16,80,2,500
,Hastelloy C276 - 17 In,Super Alloy Steel,17,80,2,500
,Hastelloy C276 - 18 In,Super Alloy Steel,18,80,2,500
,Hastelloy C276 - 19 In,Super Alloy Steel,19,80,2,500
,Hastelloy C276 - 20 In,Super Alloy Steel,20,80,2,500
,Hastelloy X - 1 In,Super Alloy Steel,1,100,3,500
,Hastelloy X - 2 In,Super Alloy Steel,2,100,3,500
,Hastelloy X - 3 In,Super Alloy Steel,3,90,3,500
,Hastelloy X - 4 In,Super Alloy Steel,4,90,3,500
,Hastelloy X - 5 In,Super Alloy Steel,5,90,3,500
,Hastelloy X - 6 In,Super Alloy Steel,6,90,3,500
,Hastelloy X - 7 In,Super Alloy Steel,7,80,2,500
,Hastelloy X - 8 In,Super Alloy Steel,8,80,2,500
,Hastelloy X - 9 In,Super Alloy Steel,9,80,2,500
,Hastelloy X - 10 In,Super Alloy Steel,10,80,2,500
,Hastelloy X - 11 In,Super Alloy Steel,11,80,2,500
,Hastelloy X - 12 In,Super Alloy Steel,12,80,2,500
,Hastelloy X - 13 In,Super Alloy Steel,13,80,2,500
,Hastelloy X - 14 In,Super Alloy Steel,14,80,2,500
,Hastelloy X - 15 In,Super Alloy Steel,15,80,2,500
,Hastelloy X - 16 In,Super Alloy Steel,16,80,2,500
,Hastelloy X - 17 In,Super Alloy Steel,17,80,2,500
,Hastelloy X - 18 In,Super Alloy Steel,18,80,2,500
,Hastelloy X - 19 In,Super Alloy Steel,19,80,2,500
,Hastelloy X - 20 In,Super Alloy Steel,20,80,2,500
,Haynes 242 - 1 In,Super Alloy Steel,1,100,3,500
,Haynes 242 - 2 In,Super Alloy Steel,2,100,3,500
,Haynes 242 - 3 In,Super Alloy Steel,3,90,3,500
,Haynes 242 - 4 In,Super Alloy Steel,4,90,3,500
,Haynes 242 - 5 In,Super Alloy Steel,5,90,3,500
,Haynes 242 - 6 In,Super Alloy Steel,6,90,3,500
,Haynes 242 - 7 In,Super Alloy Steel,7,80,2,500
,Haynes 242 - 8 In,Super Alloy Steel,8,80,2,500
,Haynes 242 - 9 In,Super Alloy Steel,9,80,2,500
,Haynes 242 - 10 In,Super Alloy Steel,10,80,2,500
,Haynes 242 - 11 In,Super Alloy Steel,11,80,2,500
,Haynes 242 - 12 In,Super Alloy Steel,12,80,2,500
,Haynes 242 - 13 In,Super Alloy Steel,13,80,2,500
,Haynes 242 - 14 In,Super Alloy Steel,14,80,2,500
,Haynes 242 - 15 In,Super Alloy Steel,15,80,2,500
,Haynes 242 - 16 In,Super Alloy Steel,16,80,2,500
,Haynes 242 - 17 In,Super Alloy Steel,17,80,2,500
,Haynes 242 - 18 In,Super Alloy Steel,18,80,2,500
,Haynes 242 - 19 In,Super Alloy Steel,19,80,2,500
,Haynes 242 - 20 In,Super Alloy Steel,20,80,2,500
,HyMu 80 - 1 In,Super Alloy Steel,1,100,3,500
,HyMu 80 - 2 In,Super Alloy Steel,2,100,3,500
,HyMu 80 - 3 In,Super Alloy Steel,3,90,3,500
,HyMu 80 - 4 In,Super Alloy Steel,4,90,3,500
,HyMu 80 - 5 In,Super Alloy Steel,5,90,3,500
,HyMu 80 - 6 In,Super Alloy Steel,6,90,3,500
,HyMu 80 - 7 In,Super Alloy Steel,7,80,2,500
,HyMu 80 - 8 In,Super Alloy Steel,8,80,2,500
,HyMu 80 - 9 In,Super Alloy Steel,9,80,2,500
,HyMu 80 - 10 In,Super Alloy Steel,10,80,2,500
,HyMu 80 - 11 In,Super Alloy Steel,11,80,2,500
,HyMu 80 - 12 In,Super Alloy Steel,12,80,2,500
,HyMu 80 - 13 In,Super Alloy Steel,13,80,2,500
,HyMu 80 - 14 In,Super Alloy Steel,14,80,2,500
,HyMu 80 - 15 In,Super Alloy Steel,15,80,2,500
,HyMu 80 - 16 In,Super Alloy Steel,16,80,2,500
,HyMu 80 - 17 In,Super Alloy Steel,17,80,2,500
,HyMu 80 - 18 In,Super Alloy Steel,18,80,2,500
,HyMu 80 - 19 In,Super Alloy Steel,19,80,2,500
,HyMu 80 - 20 In,Super Alloy Steel,20,80,2,500
,Invar 36 - 1 In,Super Alloy Steel,1,100,3,500
,Invar 36 - 2 In,Super Alloy Steel,2,100,3,500
,Invar 36 - 3 In,Super Alloy Steel,3,90,3,500
,Invar 36 - 4 In,Super Alloy Steel,4,90,3,500
,Invar 36 - 5 In,Super Alloy Steel,5,90,3,500
,Invar 36 - 6 In,Super Alloy Steel,6,90,3,500
,Invar 36 - 7 In,Super Alloy Steel,7,80,2,500
,Invar 36 - 8 In,Super Alloy Steel,8,80,2,500
,Invar 36 - 9 In,Super Alloy Steel,9,80,2,500
,Invar 36 - 10 In,Super Alloy Steel,10,80,2,500
,Invar 36 - 11 In,Super Alloy Steel,11,80,2,500
,Invar 36 - 12 In,Super Alloy Steel,12,80,2,500
,Invar 36 - 13 In,Super Alloy Steel,13,80,2,500
,Invar 36 - 14 In,Super Alloy Steel,14,80,2,500
,Invar 36 - 15 In,Super Alloy Steel,15,80,2,500
,Invar 36 - 16 In,Super Alloy Steel,16,80,2,500
,Invar 36 - 17 In,Super Alloy Steel,17,80,2,500
,Invar 36 - 18 In,Super Alloy Steel,18,80,2,500
,Invar 36 - 19 In,Super Alloy Steel,19,80,2,500
,Invar 36 - 20 In,Super Alloy Steel,20,80,2,500
,Invar 42 - 1 In,Super Alloy Steel,1,100,3,500
,Invar 42 - 2 In,Super Alloy Steel,2,100,3,500
,Invar 42 - 3 In,Super Alloy Steel,3,90,3,500
,Invar 42 - 4 In,Super Alloy Steel,4,90,3,500
,Invar 42 - 5 In,Super Alloy Steel,5,90,3,500
,Invar 42 - 6 In,Super Alloy Steel,6,90,3,500
,Invar 42 - 7 In,Super Alloy Steel,7,80,2,500
,Invar 42 - 8 In,Super Alloy Steel,8,80,2,500
,Invar 42 - 9 In,Super Alloy Steel,9,80,2,500
,Invar 42 - 10 In,Super Alloy Steel,10,80,2,500
,Invar 42 - 11 In,Super Alloy Steel,11,80,2,500
,Invar 42 - 12 In,Super Alloy Steel,12,80,2,500
,Invar 42 - 13 In,Super Alloy Steel,13,80,2,500
,Invar 42 - 14 In,Super Alloy Steel,14,80,2,500
,Invar 42 - 15 In,Super Alloy Steel,15,80,2,500
,Invar 42 - 16 In,Super Alloy Steel,16,80,2,500
,Invar 42 - 17 In,Super Alloy Steel,17,80,2,500
,Invar 42 - 18 In,Super Alloy Steel,18,80,2,500
,Invar 42 - 19 In,Super Alloy Steel,19,80,2,500
,Invar 42 - 20 In,Super Alloy Steel,20,80,2,500
,Kovar - 1 In,Super Alloy Steel,1,100,3,500
,Kovar - 2 In,Super Alloy Steel,2,100,3,500
,Kovar - 3 In,Super Alloy Steel,3,90,3,500
,Kovar - 4 In,Super Alloy Steel,4,90,3,500
,Kovar - 5 In,Super Alloy Steel,5,90,3,500
,Kovar - 6 In,Super Alloy Steel,6,90,3,500
,Kovar - 7 In,Super Alloy Steel,7,80,2,500
,Kovar - 8 In,Super Alloy Steel,8,80,2,500
,Kovar - 9 In,Super Alloy Steel,9,80,2,500
,Kovar - 10 In,Super Alloy Steel,10,80,2,500
,Kovar - 11 In,Super Alloy Steel,11,80,2,500
,Kovar - 12 In,Super Alloy Steel,12,80,2,500
,Kovar - 13 In,Super Alloy Steel,13,80,2,500
,Kovar - 14 In,Super Alloy Steel,14,80,2,500
,Kovar - 15 In,Super Alloy Steel,15,80,2,500
,Kovar - 16 In,Super Alloy Steel,16,80,2,500
,Kovar - 17 In,Super Alloy Steel,17,80,2,500
,Kovar - 18 In,Super Alloy Steel,18,80,2,500
,Kovar - 19 In,Super Alloy Steel,19,80,2,500
,Kovar - 20 In,Super Alloy Steel,20,80,2,500
,L605 - 1 In,Super Alloy Steel,1,110,4,500
,L605 - 2 In,Super Alloy Steel,2,110,4,500
,L605 - 3 In,Super Alloy Steel,3,105,4,500
,L605 - 4 In,Super Alloy Steel,4,105,4,500
,L605 - 5 In,Super Alloy Steel,5,105,4,500
,L605 - 6 In,Super Alloy Steel,6,105,4,500
,L605 - 7 In,Super Alloy Steel,7,105,4,500
,L605 - 8 In,Super Alloy Steel,8,105,4,500
,L605 - 9 In,Super Alloy Steel,9,105,4,500
,L605 - 10 In,Super Alloy Steel,10,105,3.5,500
,L605 - 11 In,Super Alloy Steel,11,105,3.5,500
,L605 - 12 In,Super Alloy Steel,12,105,3.5,500
,L605 - 13 In,Super Alloy Steel,13,105,3.5,500
,L605 - 14 In,Super Alloy Steel,14,100,3.5,500
,L605 - 15 In,Super Alloy Steel,15,100,3.5,500
,L605 - 16 In,Super Alloy Steel,16,100,3.5,500
,L605 - 17 In,Super Alloy Steel,17,100,3.5,500
,L605 - 18 In,Super Alloy Steel,18,100,3,500
,L605 - 19 In,Super Alloy Steel,19,100,3,500
,L605 - 20 In,Super Alloy Steel,20,100,3,500
,Monel 400 - 1 In,Super Alloy Steel,1,110,4,500
,Monel 400 - 2 In,Super Alloy Steel,2,110,4,500
,Monel 400 - 3 In,Super Alloy Steel,3,105,4,500
,Monel 400 - 4 In,Super Alloy Steel,4,105,4,500
,Monel 400 - 5 In,Super Alloy Steel,5,105,4,500
,Monel 400 - 6 In,Super Alloy Steel,6,105,4,500
,Monel 400 - 7 In,Super Alloy Steel,7,105,4,500
,Monel 400 - 8 In,Super Alloy Steel,8,105,4,500
,Monel 400 - 9 In,Super Alloy Steel,9,105,4,500
,Monel 400 - 10 In,Super Alloy Steel,10,105,3.5,500
,Monel 400 - 11 In,Super Alloy Steel,11,105,3.5,500
,Monel 400 - 12 In,Super Alloy Steel,12,105,3.5,500
,Monel 400 - 13 In,Super Alloy Steel,13,105,3.5,500
,Monel 400 - 14 In,Super Alloy Steel,14,100,3.5,500
,Monel 400 - 15 In,Super Alloy Steel,15,100,3.5,500
,Monel 400 - 16 In,Super Alloy Steel,16,100,3.5,500
,Monel 400 - 17 In,Super Alloy Steel,17,100,3.5,500
,Monel 400 - 18 In,Super Alloy Steel,18,100,3,500
,Monel 400 - 19 In,Super Alloy Steel,19,100,3,500
,Monel 400 - 20 In,Super Alloy Steel,20,100,3,500
,Monel K500 - 1 In,Super Alloy Steel,1,110,4,500
,Monel K500 - 2 In,Super Alloy Steel,2,110,4,500
,Monel K500 - 3 In,Super Alloy Steel,3,105,4,500
,Monel K500 - 4 In,Super Alloy Steel,4,105,4,500
,Monel K500 - 5 In,Super Alloy Steel,5,105,4,500
,Monel K500 - 6 In,Super Alloy Steel,6,105,4,500
,Monel K500 - 7 In,Super Alloy Steel,7,105,4,500
,Monel K500 - 8 In,Super Alloy Steel,8,105,4,500
,Monel K500 - 9 In,Super Alloy Steel,9,105,4,500
,Monel K500 - 10 In,Super Alloy Steel,10,105,3.5,500
,Monel K500 - 11 In,Super Alloy Steel,11,105,3.5,500
,Monel K500 - 12 In,Super Alloy Steel,12,105,3.5,500
,Monel K500 - 13 In,Super Alloy Steel,13,105,3.5,500
,Monel K500 - 14 In,Super Alloy Steel,14,100,3.5,500
,Monel K500 - 15 In,Super Alloy Steel,15,100,3.5,500
,Monel K500 - 16 In,Super Alloy Steel,16,100,3.5,500
,Monel K500 - 17 In,Super Alloy Steel,17,100,3.5,500
,Monel K500 - 18 In,Super Alloy Steel,18,100,3,500
,Monel K500 - 19 In,Super Alloy Steel,19,100,3,500
,Monel K500 - 20 In,Super Alloy Steel,20,100,3,500
,Mu-metal - 1 In,Super Alloy Steel,1,110,4,500
,Mu-metal - 2 In,Super Alloy Steel,2,110,4,500
,Mu-metal - 3 In,Super Alloy Steel,3,105,4,500
,Mu-metal - 4 In,Super Alloy Steel,4,105,4,500
,Mu-metal - 5 In,Super Alloy Steel,5,105,4,500
,Mu-metal - 6 In,Super Alloy Steel,6,105,4,500
,Mu-metal - 7 In,Super Alloy Steel,7,105,4,500
,Mu-metal - 8 In,Super Alloy Steel,8,105,4,500
,Mu-metal - 9 In,Super Alloy Steel,9,105,4,500
,Mu-metal - 10 In,Super Alloy Steel,10,105,3.5,500
,Mu-metal - 11 In,Super Alloy Steel,11,105,3.5,500
,Mu-metal - 12 In,Super Alloy Steel,12,105,3.5,500
,Mu-metal - 13 In,Super Alloy Steel,13,105,3.5,500
,Mu-metal - 14 In,Super Alloy Steel,14,100,3.5,500
,Mu-metal - 15 In,Super Alloy Steel,15,100,3.5,500
,Mu-metal - 16 In,Super Alloy Steel,16,100,3.5,500
,Mu-metal - 17 In,Super Alloy Steel,17,100,3.5,500
,Mu-metal - 18 In,Super Alloy Steel,18,100,3,500
,Mu-metal - 19 In,Super Alloy Steel,19,100,3,500
,Mu-metal - 20 In,Super Alloy Steel,20,100,3,500
,Nickel 200 - 1 In,Super Alloy Steel,1,110,4,500
,Nickel 200 - 2 In,Super Alloy Steel,2,110,4,500
,Nickel 200 - 3 In,Super Alloy Steel,3,105,4,500
